product_id,category,weight,fulfillment_type,price,popularity,weather_exposure,avg_days_to_ship,sales
MG549,2,52.19,0,531.94,0.2243,29,7,19441.47
MG593,4,48.73,0,283.04,0.3053,13,3,76211.33
MG602,3,22.85,1,434.15,0.1597,0,3,58864.96
MG629,6,1.08,1,57.58,0.2326,18,5,31138.04
MG736,3,19.97,1,294.13,0.0073,7,5,13784.82
MG743,5,17.94,1,132.37,0.1687,4,5,13974.36
MG793,3,15.64,1,427.05,0.0777,3,3,15168.6
MG861,3,17.83,1,310.33,0.8888,5,3,109202.55
MG884,2,104.45,0,455.58,0.0555,24,8,6684.02
MG886,5,49.11,1,229.48,0.2729,2,5,34728.96
MG918,2,33.7,1,449.55,0.0206,1,5,24327.47
MG990,1,64.84,1,614.35,0.0387,2,6,16100.69
MH098,1,26.58,1,429.56,0.0308,2,5,21938.35
MH257,1,37.25,0,377.66,0.0049,13,5,19145.87
MH286,6,0.96,1,43.94,0.1803,21,7,13782.65
MH324,6,1.27,1,44.72,0.0545,0,5,9477.49
MH354,1,54.99,1,478.19,0.0939,5,5,23194.91
MH413,2,106.05,1,629.02,0.0506,12,8,8928.54
MH570,2,38.52,1,462.81,0.1076,17,6,11303.15
MH727,2,134.22,1,789.55,0.1021,0,6,14017.46
MH787,1,92.41,0,614.06,0.1975,11,6,35095.52
MH835,1,77.36,1,626.49,0.215,10,6,97157.1
MH847,3,17.79,1,375.85,0.0117,28,9,5006.4
MH853,1,22.4,0,329.47,0.453,5,4,97708.27
MH911,3,30.68,1,257.48,0.4396,5,4,25653.33
MH923,3,17.43,0,322.38,0.118,0,3,19526.19
MI095,4,35.81,0,336.3,0.2648,3,3,68335.77
MI120,2,65.5,1,520.85,0.2362,0,5,16963.36
MI173,2,62.08,1,457.16,0.0293,7,7,10442.09
MI278,2,32.51,1,390.76,0.4731,3,4,44665.56
MI315,3,51.43,1,402.72,0.0131,28,9,16699.2
MI334,1,47.88,1,521.42,0.0418,11,7,7409.04
MI394,6,1.01,1,46.94,0.395,2,4,33252.72
MI409,2,95.21,1,553.27,0.0104,1,8,16052.12
MI419,2,103.0,1,514.95,0.2258,2,7,30452.82
MI473,1,41.68,1,542.37,0.2803,0,4,16540.5
MI766,1,35.18,1,370.45,0.2009,5,5,14352.72
MI897,4,10.68,1,235.77,0.1371,0,4,14258.54
MJ020,3,15.51,1,415.3,0.0312,3,5,11832.2
MJ240,3,14.42,1,300.87,0.0821,27,6,16190.61
MJ287,1,52.82,1,521.93,0.0114,3,5,10813.24
MJ301,4,7.0,1,283.79,0.2283,27,6,20431.66
MJ366,3,32.6,0,272.56,0.487,3,2,240895.81
MJ390,3,13.9,1,311.94,0.4945,3,3,55422.51
MJ494,5,30.99,1,215.8,0.2388,12,6,9404.68
MJ514,1,73.47,0,677.07,0.091,5,5,18778.17
MJ568,6,1.91,0,49.55,0.5819,5,2,116859.02
MJ633,2,50.41,1,217.01,0.1706,1,5,8536.24
MJ652,2,120.5,1,691.25,0.0992,7,8,11811.6
MJ827,2,95.98,1,443.03,0.5102,0,5,19449.53
MJ829,2,34.6,1,376.97,0.2499,3,5,34302.57
MJ975,1,84.61,1,590.61,0.0755,10,7,14916.93
MK098,1,51.42,0,694.84,0.0331,22,5,21716.78
MK182,2,48.32,0,373.07,0.0738,3,2,24618.65
MK197,2,67.49,1,393.88,0.1591,4,5,34939.43
MK470,4,7.94,0,315.65,0.0755,1,2,44457.08
MK592,3,30.03,1,189.51,0.08,7,6,15550.99
MK668,4,27.08,0,300.26,0.2804,18,7,12613.7
MK690,1,61.94,1,674.51,0.1356,4,6,21268.56
MK867,2,17.08,1,422.71,0.3248,8,4,84753.28
ML066,1,58.33,1,590.18,0.0946,1,6,30534.06
ML093,1,66.9,1,437.27,0.3328,5,6,61710.15
ML176,2,48.95,1,411.31,0.142,0,5,19492.67
ML217,2,27.26,1,551.79,0.0202,1,5,19660.67
ML261,1,11.95,1,604.91,0.0154,23,7,13134.65
ML271,2,105.86,1,378.64,0.1476,7,6,51677.82
ML311,2,51.47,0,359.19,0.1629,23,6,19033.46
ML355,4,66.74,0,380.14,0.0055,17,5,17537.94
ML360,1,60.56,1,671.12,0.6952,9,5,110474.62
ML380,1,35.85,1,526.56,0.0328,2,4,16671.94
ML674,1,48.9,0,342.47,0.7522,17,6,189326.64
ML686,2,26.83,1,328.87,0.6656,0,5,196364.93
ML687,3,20.95,1,346.29,0.2762,2,4,31467.01
ML758,4,26.61,1,296.19,0.1217,2,4,17871.66
ML799,1,120.87,1,655.09,0.0242,1,6,9355.16
ML896,4,45.25,1,211.42,0.0905,7,6,18627.2
ML915,2,54.24,1,472.06,0.1603,2,4,50883.99
MM011,5,93.49,1,328.09,0.0339,5,6,6913.18
MM057,6,0.91,1,42.29,0.6734,9,4,20371.91
MM124,1,32.11,1,560.12,0.0196,4,6,7608.67
MM161,1,55.81,1,610.7,0.1159,24,8,26582.26
MM345,2,113.21,1,594.17,0.0067,0,7,4964.45
MM454,2,54.86,1,500.85,0.1821,3,5,34846.98
MM878,5,16.57,0,254.93,0.048,6,5,13730.65
MM892,1,15.35,1,517.93,0.0143,0,4,19867.59
MM979,5,13.05,1,167.01,0.2538,22,8,20170.58
MN003,6,0.89,1,52.74,0.5936,5,5,19298.65
MN197,6,3.53,1,55.67,0.1177,1,6,12223.65
MN234,1,109.6,1,688.81,0.4618,15,7,15870.66
MN274,3,34.49,1,485.42,0.0116,1,5,33405.16
MN311,4,20.93,0,395.34,0.3631,4,4,36504.02
MN316,6,0.34,0,48.61,0.3623,6,3,37035.58
MN384,2,29.48,1,520.57,0.0509,6,6,6306.79
MN414,1,50.34,1,453.41,0.4179,1,5,21198.04
MN469,3,41.86,1,309.14,0.0179,1,4,16326.14
MN505,3,24.95,1,345.06,0.2891,1,4,37141.97
MN510,1,50.83,1,510.94,0.4274,26,7,25904.23
MN562,6,0.92,1,52.83,0.1209,29,9,13361.93
MN583,2,110.2,1,608.93,0.3667,6,8,21985.86
MN645,2,28.23,1,513.4,0.3312,4,6,116724.57
MN713,4,27.91,1,324.38,0.5449,7,5,21584.32
MN768,5,72.13,0,354.51,0.0611,5,4,33494.69
MN785,5,37.1,0,242.51,0.0155,4,4,7292.22
MN891,2,27.64,1,415.96,0.5599,4,5,68171.57
MO019,6,0.86,1,42.96,0.4494,23,6,6914.09
MO077,6,1.8,1,48.4,0.1324,11,5,7107.91
MO178,5,35.28,1,183.69,0.5824,15,5,105172.99
MO284,3,13.67,1,373.92,0.1478,17,5,44391.57
MO295,2,27.74,1,293.07,0.2265,3,5,21391.74
MO373,2,103.58,1,562.14,0.034,5,6,32146.18
MO389,5,43.35,1,242.85,0.047,1,4,33485.3
MO433,1,29.02,1,580.85,0.5557,2,6,69663.16
MO460,1,130.2,1,603.64,0.088,9,8,18785.01
MO489,2,59.49,1,449.47,0.3651,3,7,23511.82
MO491,1,31.5,1,470.59,0.1723,4,6,9050.91
MO501,1,58.54,1,643.79,0.0011,7,6,16803.37
MO636,1,35.98,1,450.95,0.0101,22,9,6832.96
MO649,2,50.27,1,391.39,0.0425,2,7,5969.55
MO663,1,72.96,1,562.24,0.1857,0,6,28159.38
MO675,4,33.8,1,270.53,0.1616,0,5,11085.57
MO725,1,91.43,1,552.83,0.1632,16,6,42676.11
MO751,1,34.79,1,400.78,0.3563,23,5,47129.4
MO835,2,20.96,1,258.84,0.3787,0,5,58817.12
MO878,2,64.8,1,482.05,0.0716,3,6,14141.91
MO906,2,60.59,1,421.92,0.2249,9,7,21846.97
MP075,6,1.39,1,61.96,0.0377,3,6,8659.43
MP130,3,14.49,0,474.25,0.5819,7,3,196785.86
MP283,1,93.87,1,599.83,0.1199,15,7,33120.51
MP471,2,79.38,1,632.24,0.3097,3,6,35149.4
MP517,6,1.49,1,51.83,0.3631,20,5,16331.72
MP625,1,81.14,0,412.49,0.2514,2,6,19791.67
MP785,6,1.12,1,42.75,0.1852,7,7,4435.82
MP793,4,12.6,0,299.82,0.0677,10,3,35530.57
MP808,1,16.82,0,433.16,0.055,2,4,10522.69
MP823,2,73.49,1,525.22,0.0056,3,7,5807.01
MP835,5,7.02,1,168.83,0.1244,2,4,15266.1
MP873,2,81.1,0,478.61,0.0994,0,5,34655.37
MP892,6,0.39,1,55.9,0.4338,22,5,28033.17
MP996,2,19.24,1,344.25,0.0655,5,6,7932.29
MP999,1,136.46,1,669.96,0.4382,3,9,42409.58
MQ248,1,40.13,0,641.57,0.2912,24,6,66275.42
MQ272,2,91.61,1,452.56,0.2723,5,8,20719.84
MQ306,4,11.9,1,375.97,0.2264,6,6,25936.2
MQ378,5,44.02,0,267.43,0.2113,1,2,47529.32
MQ615,1,72.48,1,679.91,0.1671,3,8,9902.06
MQ633,3,17.08,0,318.82,0.1697,26,6,22043.6
MQ697,3,61.64,1,428.97,0.1433,2,5,14546.48
MQ853,3,9.69,0,339.85,0.3431,5,2,44152.41
MQ909,5,26.68,0,233.98,0.3164,0,2,92743.75
MQ915,3,24.27,1,338.0,0.413,16,7,26144.64
MQ920,1,39.9,0,562.05,0.0965,6,4,22166.56
MR051,1,84.67,0,564.59,0.3884,6,5,40369.35
MR086,1,64.43,1,671.84,0.014,5,6,12509.32
MR212,2,140.21,1,719.12,0.0875,22,10,3324.43
MR239,5,40.45,1,237.61,0.5839,3,5,14377.2
MR245,2,73.5,1,653.3,0.062,3,7,21482.6
MR300,1,28.94,1,630.73,0.73,6,4,96733.35
MR336,1,51.33,1,473.09,0.3873,3,6,12883.86
MR361,3,38.04,1,259.22,0.1987,6,6,19443.85
MR525,6,1.44,1,65.9,0.4177,23,7,21223.12
MR642,2,83.55,1,385.54,0.0086,1,6,2508.8
MR959,2,132.09,1,490.41,0.7462,7,7,141875.88
MR984,1,52.2,1,439.72,0.0031,11,7,7723.84
MR992,5,51.78,1,225.25,0.0571,4,6,14383.69
MS014,4,63.59,1,438.01,0.0177,4,7,5438.57
MS058,3,35.65,0,468.52,0.0001,1,4,22138.43
MS081,1,53.25,1,461.24,0.0075,7,6,19578.85
MS118,4,9.42,0,352.15,0.1127,5,3,12184.73
MS215,5,31.98,1,194.3,0.5677,30,8,53160.21
MS229,4,12.12,1,299.15,0.0159,5,5,20269.23
MS298,1,62.6,0,605.45,0.2654,3,4,56666.16
MS302,6,2.5,1,70.6,0.0766,23,6,27227.25
MS324,1,53.39,0,408.11,0.1028,14,6,30356.46
MS418,6,0.72,1,57.44,0.2639,7,4,15137.39
MS491,6,0.91,1,46.91,0.0767,19,7,8798.14
MS562,2,72.3,1,440.65,0.1538,4,5,30221.52
MS602,5,11.33,0,211.24,0.0403,6,4,13411.33
MS675,1,20.06,0,464.1,0.2314,25,5,37144.24
MS743,1,117.83,1,591.52,0.7791,5,6,84022.36
MS768,1,37.18,1,573.02,0.1543,2,5,44649.73
MS820,4,22.09,1,255.19,0.0722,28,8,8333.33
MS829,1,41.8,0,502.73,0.0959,17,5,23933.16
MT030,1,46.88,1,487.43,0.1914,6,6,25881.06
MT049,6,1.57,1,34.4,0.1818,14,6,12875.87
MT052,2,73.71,1,413.56,0.0127,2,6,11528.35
MT077,3,29.77,1,332.83,0.0426,5,5,27363.9
MT258,1,57.71,1,558.14,0.3328,22,9,8368.19
MT461,6,0.43,1,52.61,0.0698,3,4,16942.76
MT463,3,8.2,1,336.89,0.1962,10,7,8436.56
MT526,3,36.45,1,353.62,0.0792,22,8,5460.69
MT532,3,37.86,1,348.73,0.3539,17,6,30364.29
MT624,4,31.14,1,261.83,0.3052,28,7,26600.02
MT627,2,22.61,1,287.62,0.5418,22,5,19569.32
MT749,6,0.57,0,46.39,0.2719,6,2,16988.17
MT879,2,32.44,1,529.03,0.5575,1,5,55159.57
MT894,6,1.97,1,50.52,0.0255,7,5,14593.09
MT928,3,28.56,1,326.31,0.0247,9,5,18790.47
MT964,3,24.05,0,333.99,0.2411,20,5,15113.89
MT965,5,17.08,1,282.6,0.1177,4,4,22214.27
MT987,1,130.47,1,477.29,0.3086,4,8,34539.01
MU041,2,26.88,0,438.44,0.0574,22,6,11416.22
MU065,1,86.32,0,621.52,0.0238,6,6,51196.2
MU112,6,2.06,1,28.73,0.1717,23,6,9249.67
MU214,1,45.87,0,476.47,0.0546,12,4,50783.15
MU392,2,89.54,1,552.19,0.3894,16,6,41203.81
MU436,2,62.42,0,433.57,0.3791,24,6,32224.51
MU534,1,80.56,1,664.42,0.2482,0,5,39636.03
MU566,2,78.81,1,417.52,0.7403,6,6,62626.67
MU567,5,44.44,1,208.44,0.0057,0,4,8875.71
MU620,6,0.46,1,37.8,0.2409,11,4,13440.24
MU708,2,76.21,1,405.91,0.4537,9,7,18711.19
MU738,4,46.33,1,376.21,0.1747,2,6,108466.37
MU797,2,81.98,1,600.43,0.3549,3,6,26632.68
MU945,1,43.21,1,516.16,0.0188,30,8,9657.84
MU981,5,62.68,1,243.05,0.6458,25,8,84395.08
MV030,2,12.86,0,440.6,0.0541,29,8,22561.59
MV038,5,24.9,1,277.01,0.1704,18,7,10598.03
MV060,4,22.44,1,280.88,0.0839,12,5,12696.28
MV061,5,61.39,0,291.17,0.2435,15,5,15720.77
MV174,1,39.66,1,499.0,0.0353,0,6,23876.25
MV176,1,94.31,0,687.09,0.007,18,8,13566.44
MV190,2,106.53,1,621.82,0.092,16,7,6266.43
MV290,2,41.54,1,445.91,0.0184,0,5,16884.56
MV371,4,12.57,0,222.3,0.0433,1,2,26472.27
MV524,4,42.61,1,337.15,0.0739,7,6,12744.12
MV647,1,89.22,1,616.0,0.1146,7,6,7719.16
MV656,2,39.7,0,330.59,0.2907,5,5,23665.78
MV713,5,24.77,1,180.47,0.0259,6,6,7993.54
MV780,5,6.2,1,265.18,0.8601,5,4,119036.13
MV822,2,32.48,1,331.56,0.2436,7,5,19925.06
MV854,3,20.13,1,383.89,0.9239,5,3,726593.29
MV934,3,61.07,1,297.6,0.2318,28,9,7116.46
MW068,4,12.91,0,281.39,0.0631,4,3,19694.28
MW158,2,48.22,1,378.06,0.5814,28,8,33067.65
MW230,1,51.92,1,408.95,0.0275,7,5,51647.86
MW378,2,51.04,1,532.53,0.0438,6,6,32383.61
MW395,4,35.97,1,372.78,0.1541,6,7,21130.18
MW534,4,16.9,0,386.99,0.1157,29,6,15308.51
MW544,2,53.83,0,329.58,0.2353,2,4,28178.46
MW688,1,71.86,1,604.87,0.0218,7,6,13968.07
MW698,2,63.61,1,535.32,0.4472,7,6,52121.82
MW801,1,43.04,1,744.98,0.1657,10,7,15804.6
MW855,4,34.21,1,339.91,0.0722,7,5,55080.2
MW911,4,25.53,1,400.46,0.0113,2,4,19475.76
MX080,4,11.9,1,304.09,0.1206,24,7,15370.87
MX099,3,30.18,1,399.81,0.0053,7,5,12743.79
MX119,3,29.74,1,410.62,0.1534,21,8,10394.82
MX141,5,5.24,1,183.49,0.1591,1,5,27291.21
MX159,5,49.47,1,294.84,0.7367,4,4,79746.41
MX276,6,0.6,1,47.26,0.0341,0,4,5248.82
MX285,1,55.74,0,438.53,0.3645,15,5,21352.96
MX379,5,37.37,1,229.67,0.3528,15,7,23901.22
MX683,5,24.67,0,209.04,0.4146,14,4,28763.6
MX699,1,124.43,0,681.25,0.0198,14,8,43159.42
MX710,3,16.28,1,381.81,0.0778,3,4,88101.78
MX730,1,19.27,0,344.51,0.052,4,4,48921.71
MX798,6,0.41,1,42.07,0.1287,7,5,9217.09
MX867,1,86.63,1,648.95,0.1212,5,6,13703.36
MX918,2,50.8,1,521.92,0.1466,14,6,12502.76
MY023,1,18.68,0,601.53,0.6518,30,7,63467.58
MY132,1,27.38,1,494.44,0.0713,0,6,16149.24
MY473,1,116.96,1,619.04,0.3584,25,11,15549.6
MY496,5,43.64,1,267.12,0.3232,14,6,49940.41
MY625,3,39.49,0,337.16,0.1661,7,3,43766.89
MY724,3,21.02,1,380.75,0.2735,15,8,15566.16
MY810,5,34.98,1,193.74,0.2872,5,7,20510.65
MY843,3,69.31,0,464.27,0.0742,6,4,9644.1
MY925,2,63.32,1,411.78,0.0378,7,7,11582.92
MY935,1,59.74,1,421.23,0.1848,3,6,9773.52
MZ058,3,14.86,1,210.54,0.0879,4,5,18958.92
MZ066,4,25.69,1,404.11,0.0946,3,4,34686.26
MZ078,2,117.54,0,414.06,0.4601,11,7,24129.32
MZ129,1,39.67,0,520.0,0.243,4,5,22691.51
MZ304,1,117.13,1,664.22,0.7594,25,9,11010.03
MZ410,2,48.78,1,585.19,0.4679,2,5,23407.95
MZ465,1,35.83,1,559.02,0.4018,0,4,75900.57
MZ491,3,18.45,1,434.85,0.549,24,7,63787.28
MZ716,2,48.08,1,520.68,0.1417,19,8,12694.66
MZ736,2,90.47,1,489.6,0.2717,14,7,23955.33
MZ747,6,0.86,1,64.89,0.035,3,4,6085.37
MZ781,2,12.68,1,473.27,0.0481,8,5,16604.82
MZ922,2,80.84,1,416.82,0.337,3,7,21609.71
MZ937,6,0.71,1,59.86,0.4239,6,4,22889.62
MZ967,2,38.44,1,276.87,0.12,11,6,45266.08
NA163,4,37.2,1,388.2,0.0806,1,4,6344.35
NA232,4,29.57,1,165.91,0.0076,0,4,27861.54
NA247,4,32.09,1,312.48,0.0656,6,6,30675.61
NA309,1,30.83,1,423.16,0.001,21,8,4036.92
NA310,6,3.2,1,50.67,0.05,7,5,4852.12
NA562,2,75.03,0,426.71,0.5109,19,7,55182.73
NA565,1,62.21,0,637.25,0.0004,9,4,28624.59
NA921,6,2.13,1,69.69,0.343,4,3,71061.55
NA941,4,12.3,1,349.09,0.2972,22,6,31736.72
NA971,1,29.03,0,598.81,0.1319,7,4,36106.26
NB068,1,74.55,1,540.22,0.6843,3,6,117531.48
NB100,2,40.14,1,437.43,0.6264,18,6,42177.67
NB101,1,46.01,1,422.82,0.0743,11,7,7359.78
NB231,6,0.79,1,54.49,0.2744,19,5,14022.09
NB235,2,89.26,1,644.86,0.1002,3,6,3893.81
NB297,4,37.61,0,245.76,0.0259,24,5,26311.19
NB335,4,31.13,0,298.56,0.0322,2,3,8980.33
NB348,6,0.35,1,41.18,0.1528,0,5,16508.13
NB369,2,20.81,1,412.64,0.6537,2,3,48129.75
NB448,1,42.02,1,450.07,0.7191,12,5,49889.55
NB454,4,24.66,1,373.55,0.0624,2,5,12630.28
NB503,1,38.56,1,513.8,0.0238,0,5,11669.87
NB533,3,37.91,1,308.25,0.2712,4,5,23410.28
NB635,2,41.66,0,252.33,0.3536,1,4,19717.58
NB698,2,80.47,0,417.96,0.27,5,6,23053.86
NB740,1,62.02,0,618.88,0.0774,17,5,18564.31
NB916,1,91.45,1,607.9,0.5771,3,7,52524.8
NB935,2,63.84,1,435.44,0.2136,3,6,22886.28
NB980,3,9.23,1,350.17,0.082,4,5,13424.54
NC057,1,60.29,0,667.81,0.0111,20,6,8416.96
NC088,2,87.47,1,441.39,0.1845,6,7,8551.48
NC223,2,20.07,1,483.99,0.1657,4,5,14666.63
NC261,1,54.03,1,520.37,0.0609,1,6,8044.78
NC265,3,52.94,1,386.01,0.2355,0,3,16206.54
NC292,1,55.31,1,568.95,0.2465,0,5,21368.17
NC304,2,105.07,0,503.13,0.2113,16,7,58010.49
NC373,2,32.19,1,533.38,0.257,26,7,9366.87
NC469,4,24.65,0,361.28,0.1949,6,4,13291.83
NC514,1,39.02,1,487.05,0.0027,1,5,6184.53
NC548,2,28.37,1,452.38,0.4223,11,6,8270.92
NC590,1,94.23,1,570.55,0.211,2,6,11615.56
NC639,3,29.72,1,435.89,0.1523,4,5,15577.0
NC732,1,42.39,1,541.31,0.0452,21,7,8923.49
NC760,4,33.87,1,234.12,0.2415,0,5,43924.94
NC845,2,71.01,1,578.69,0.0126,3,4,10679.23
NC854,5,4.13,1,234.09,0.466,2,4,23150.44
NC886,5,57.37,1,302.55,0.0643,5,6,6921.9
NC994,3,49.52,1,444.25,0.5935,21,6,36392.4
ND106,2,42.37,1,400.74,0.0613,5,5,39182.82
ND176,1,15.4,1,444.72,0.1219,8,5,57134.07
ND242,2,115.84,1,588.58,0.0458,20,9,3248.11
ND374,6,2.28,1,52.76,0.2567,29,8,4282.04
ND375,2,65.03,1,533.67,0.1454,1,5,86398.38
ND384,2,9.62,1,496.21,0.6101,24,6,89304.12
ND628,5,34.82,1,269.22,0.0732,12,6,24250.56
ND899,4,20.65,1,331.04,0.3889,7,5,28728.55
ND930,1,103.26,1,563.19,0.3809,15,8,28832.06
NE113,5,36.17,0,233.55,0.2923,16,6,21002.58
NE117,1,182.04,1,661.95,0.0609,8,9,15006.44
NE316,1,21.88,0,580.98,0.035,17,7,19930.21
NE401,6,0.77,1,61.41,0.0801,5,4,8824.65
NE416,1,18.67,1,636.62,0.2562,5,4,64015.92
NE463,4,24.53,1,337.96,0.3796,10,7,22180.84
NE496,5,43.95,1,319.41,0.0523,5,5,15744.53
NE548,4,31.68,0,320.79,0.0486,5,3,15140.57
NE549,5,46.39,0,154.44,0.1482,5,3,20070.52
NE630,1,20.55,1,535.6,0.106,28,8,24964.35
NE652,5,17.74,1,175.42,0.0304,9,6,21671.92
NE758,5,48.33,1,270.61,0.271,4,7,26920.04
NE873,3,17.88,0,315.84,0.4419,5,2,89996.34
NE939,1,69.1,0,394.08,0.0231,2,5,37902.91
NF082,3,82.29,1,523.8,0.1733,5,6,31419.34
NF120,4,43.16,0,262.23,0.6513,22,5,51834.2
NF331,6,0.64,1,38.01,0.2419,3,5,26570.74
NF366,1,52.45,0,545.26,0.062,10,5,9786.47
NF386,2,19.47,1,401.93,0.0528,6,4,35358.87
NF400,2,23.71,1,548.29,0.0155,2,4,19464.77
NF413,6,2.22,0,37.83,0.4139,5,3,34010.6
NF425,2,36.67,1,489.16,0.1756,22,7,12963.15
NF506,2,49.63,1,509.04,0.0202,1,3,29586.16
NF576,2,45.44,1,475.5,0.0543,28,9,4691.65
NF609,2,21.3,0,339.76,0.3921,7,4,57450.72
NF933,1,158.53,1,629.75,0.0071,1,8,8937.0
NG050,2,68.54,1,489.09,0.0477,5,7,20144.16
NG282,2,126.52,1,686.87,0.1761,14,8,57957.28
NG291,2,89.12,1,529.99,0.0087,2,8,7237.3
NG294,3,28.75,1,243.96,0.1157,28,8,6295.76
NG304,2,44.57,1,591.08,0.1368,7,6,8738.36
NG338,1,19.53,1,627.44,0.1147,11,5,16023.2
NG409,3,23.18,0,291.32,0.216,1,4,19084.55
NG430,2,51.74,1,451.14,0.0824,3,5,10738.12
NG446,2,58.63,0,448.78,0.3534,23,7,150226.81
NG570,2,60.43,1,448.17,0.244,13,8,10581.16
NG600,5,5.71,1,211.93,0.6107,3,3,65460.03
NG626,1,46.56,1,535.11,0.1777,5,5,19046.27
NG683,3,36.54,1,392.59,0.0289,27,6,8684.24
NG707,3,39.81,1,438.93,0.0617,11,6,10370.02
NG777,4,29.74,1,252.16,0.3622,5,4,22026.92
NG930,2,111.0,1,521.19,0.03,6,6,14916.78
NG971,2,45.29,1,405.21,0.5016,10,6,48195.93
NH028,5,22.62,1,186.3,0.0284,3,7,9912.6
NH070,1,67.05,0,562.05,0.0895,2,4,18308.14
NH275,2,88.54,0,612.16,0.7753,10,6,129073.21
NH279,4,18.6,1,302.73,0.3547,14,6,48385.87
NH305,4,22.52,1,346.32,0.3447,7,5,24137.42
NH360,2,72.27,1,518.13,0.0903,6,7,22195.43
NH465,1,57.69,1,477.39,0.1407,4,5,9153.99
NH466,1,53.19,1,460.11,0.0217,5,7,14808.31
NH484,1,60.9,1,394.1,0.85,10,6,41749.15
NH487,5,22.58,1,171.37,0.6386,4,5,35219.27
NH494,3,32.34,1,392.29,0.7243,0,3,92491.96
NH627,5,133.44,1,360.32,0.2812,17,7,31288.9
NH686,4,15.96,1,301.96,0.2811,13,4,19593.85
NH771,3,34.33,1,329.86,0.2504,10,5,15463.84
NH939,2,98.34,1,596.94,0.452,3,5,35756.5
NI014,1,19.09,0,375.09,0.0057,0,3,20184.88
NI041,1,107.37,0,601.86,0.0186,5,6,11290.7
NI063,4,43.56,1,370.64,0.1531,7,7,7003.39
NI145,6,1.8,0,40.93,0.6313,0,1,37433.8
NI150,3,18.85,1,363.79,0.3906,1,4,114783.56
NI213,2,36.36,1,344.47,0.0978,7,5,11834.25
NI218,5,70.77,1,328.18,0.123,16,7,14819.01
NI409,2,17.61,1,358.33,0.5251,5,4,65932.68
NI419,1,78.56,1,661.46,0.3781,1,7,27694.41
NI459,3,24.05,1,368.43,0.0713,1,5,12652.81
NI531,2,22.98,1,326.97,0.3218,29,8,5866.93
NI589,1,94.11,1,655.88,0.3843,21,8,19550.45
NI784,1,47.85,1,431.83,0.0573,24,8,5862.42
NI840,4,23.86,1,293.17,0.0977,0,6,12386.15
NI848,2,60.55,1,573.01,0.0174,0,6,5981.48
NI975,2,48.58,0,332.78,0.0782,2,3,10053.96
NJ008,4,50.09,1,332.89,0.2824,5,4,36562.53
NJ027,5,23.32,0,152.61,0.2471,5,4,30312.74
NJ113,2,35.37,1,346.87,0.0807,4,4,8271.06
NJ116,2,106.61,0,406.68,0.1801,19,7,8146.14
NJ235,2,44.6,0,417.53,0.2054,18,6,11033.11
NJ288,1,19.6,0,491.12,0.3549,4,4,21400.14
NJ447,2,31.3,1,517.58,0.6684,11,6,62382.04
NJ623,1,57.27,1,513.89,0.1375,0,6,11479.4
NJ713,2,32.22,1,487.67,0.1569,0,4,25044.04
NJ718,6,1.7,1,53.97,0.0679,0,4,13233.21
NK108,1,36.07,0,524.85,0.0256,2,4,38080.29
NK131,2,71.0,0,585.38,0.0761,27,8,5438.93
NK216,2,66.02,0,526.62,0.1109,5,3,17740.36
NK244,1,23.91,1,484.38,0.129,4,5,18639.56
NK383,6,0.57,0,37.11,0.4384,11,3,37733.22
NK441,3,22.5,1,308.84,0.1949,1,5,43947.45
NK465,2,31.97,1,401.93,0.3787,8,5,29351.72
NK521,4,42.29,1,230.09,0.4398,1,5,40643.55
NK523,3,14.54,1,340.96,0.0679,0,4,15726.91
NK568,4,84.47,1,426.65,0.3163,1,6,44611.06
NK589,2,21.79,1,478.17,0.149,5,5,18565.66
NK610,1,78.33,1,569.0,0.3811,4,6,30119.26
NK619,3,21.03,0,423.01,0.0618,4,4,27752.96
NK700,1,34.5,1,453.89,0.0265,7,6,6891.04
NK702,3,70.5,1,399.32,0.0494,4,6,23461.02
NK705,5,2.29,1,130.03,0.021,5,3,8050.19
NK750,1,40.79,1,516.66,0.4403,1,4,21897.23
NK789,6,0.79,0,39.9,0.3049,0,2,18652.78
NK844,1,44.8,1,552.79,0.5051,0,3,40280.17
NK866,1,107.68,0,484.2,0.2241,16,6,55989.69
NK919,2,30.03,1,628.55,0.1368,3,5,34505.32
NL077,4,9.68,1,343.87,0.2083,7,5,15726.2
NL085,1,119.31,1,517.48,0.0482,12,8,19811.51
NL185,1,68.17,1,370.35,0.1622,5,5,7111.04
NL318,3,14.21,1,362.93,0.0607,4,4,33035.35
NL396,2,32.33,0,425.06,0.2248,8,3,24815.19
NL460,1,239.76,1,784.47,0.3258,2,10,15519.83
NL594,2,25.58,0,511.1,0.211,28,7,23431.61
NL605,2,183.85,1,636.85,0.3037,7,10,50784.23
NL607,4,50.66,0,307.66,0.041,1,5,7984.3
NL671,3,10.31,1,388.39,0.0298,2,5,27543.77
NL863,6,0.48,1,42.72,0.1572,29,8,2847.05
NL928,2,17.44,1,326.26,0.2866,6,5,18027.63
NL940,2,35.59,1,484.92,0.0452,29,8,16993.47
NM060,1,106.46,1,525.43,0.1699,5,6,10749.07
NM111,5,30.4,1,197.23,0.3038,11,6,31240.4
NM178,1,183.46,1,594.47,0.0008,5,8,7540.32
NM200,2,46.88,1,432.35,0.2328,2,3,29109.25
NM266,1,33.23,0,614.82,0.083,6,4,25419.14
NM283,5,37.44,1,291.01,0.2326,5,5,13053.96
